patronal,institución,Agrupacion de Acuedo ley de Presupuesto,Agrupacion por Órganos del Estado,Agrupacion por areas de gestión
314800008,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
401890143,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
602950395,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
607800008,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
712890005,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
913890005,MINISTERIO PUBLICO RPCURADURIA GENERAL DE LA REPUBLICA,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
4800008,PROCURADURIA AUXILIAR DE USULUTAN,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
814940103,PROCURADURIA DEFENSA DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
401921121,PROCURADURIA PARA DEFENSA DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
305940064,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
406930318,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
413950006,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
507940024,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
508950020,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
510950018,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
604950011,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
709930021,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
711930151,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
903950088,PROCURADURIA PARA LA DEFENSA DE LOS DERECHOS HUMANOS,Gobierno Central,Ministerio Público,Defensa de Derechos Ciudadanos
801061712,TRIBUNAL DE ETICA GUBERNAMENTAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
801890145,TRIBUNAL DE SERVICIO CIVIL,Gobierno Central,Segundo grado,Órganos de control y supervisión
101981076,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
108890011,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
110890009,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
401890187,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
413890011,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
502890036,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
509890012,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
607890001,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
612890013,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
703890019,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
811890015,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
905890013,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
914890009,TRIBUNAL SUPREMO ELECTORAL,Gobierno Central,Segundo grado,Órganos de control y supervisión
201890206,COMISION REVISADORA DE LA LEGISLACION SALVADORENA (CORELESAL),Gobierno Central,Órgano Legislativo ,Legislativo-normativo
504930106,PROGRAMA CEE-GOES ALA 92/18,Otros,Otros,Otros
601910614,PROYECTO APOYO TECNICO PARA REFORMA JUDICIAL,Otros,Otros,Administración de Justicia
101960005,GTZ PROGRAMA DE INTEGRACION Y FOMENTO DE EMPLEO,Otros,Otros,Otros
1080963,FONDO DE ACTIVIDADES ESPECIALES DE INDUSTRIAS MILITARES DE LA FUERZA ARMADA,Gobierno Central,Órgano Ejecutivo,Seguridad pública
1890205,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
106850010,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
509890017,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
607860005,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
804860060,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
811850017,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
901930704,COMISION DE DERECHOS HUMANOS DE EL SALVADOR,Otros,Otros,Defensa de Derechos Ciudadanos
901940728,SECRETARIA DE RECONSTRUCCION NACIONAL,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
702920303,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA,Gobierno Central,Órgano Ejecutivo,Seguridad pública
5010068,ACADEMIA NACIONAL DE SEGURIDAD PUBLICA,Gobierno Central,Órgano Ejecutivo,Seguridad pública
401020304,AUTORIDAD DE AVIACION CIVIL,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
701041324,AUTORIDAD MARITIMA PORTUARIA,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
1910650,BANCO DE TIERRAS,Gobierno Central,Órgano Ejecutivo,Agricultura
701901012,CAJA MUTUAL DE LOS EMPLEADO DEL MINIST EDUCACION,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
306920209,CAJA MUTUAL DE LOS EMPLEADO DEL MINIST EDUCACION,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
409000020,CELULA DE SEGUIMIENTO Y CIERRE DEL PROGRAMA DE APOYO AL PROCE,Otros,Otros,Otros
901000291,CENTRO DE FORMACION LABORAL,Otros,Otros,Otros
301070574,CENTRO INTERNACIONAL DE FERIAS Y CONVENCIONES,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
101951651,CENTRO NACIONAL DE REGISTROS,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
802990090,CENTRO NACIONAL DE TECNOLOGIA AGROPECUARIA (CENTA),Gobierno Central,Órgano Ejecutivo,Agricultura
301000737,COMISION DEL NUEVO MILENIO,Otros,Otros,Otros
801970335,COMISION NACIONAL DE LA MICRO Y PEQUE¾A EMPRESA (CONAMYPE),Gobierno Central,Órgano Ejecutivo,Economía e inversión
401000969,COMISION NACIONAL DE PROMOCION DE INVERSIONES,Gobierno Central,Órgano Ejecutivo,Economía e inversión
1890244,COMITE EJECUTIVO FERIA INTERNACIONAL DE EL SALVADOR,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
301000271,CONSEJO DE VIGILANCIA CONTADURIA PUBLICA Y AUDITORIA,Otros,Otros,Órganos de control y supervisión
101141490,CONSEJO NACIONAL DE ADMINISTRACION DE BIENES,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
101960382,CONSEJO NACIONAL DE ATENCION INTEGRAL A LA PERSONA CON DISCAP,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
102990223,CONSEJO NACIONAL DE ATENCION INTEGRAL A LA PERSONA CON DISCAP,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
701121737,CONSEJO NACIONAL DE CALIDAD  (CNC),Gobierno Central,Órgano Ejecutivo,Economía e inversión
101130806,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA (CONACYT),Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
601020229,CONSEJO NACIONAL DE CIENCIA Y TECNOLOGIA (CONACYT),Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
601090963,CONSEJO NACIONAL DE ENERGIA  (CNE),Gobierno Central,Órgano Ejecutivo,Economía e inversión
501111790,CONSEJO NACIONAL DE LA NINEZ Y DE LA ADOLESCENCIA (CONNA),Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
401030563,CONSEJO SALVADORENO DE LA AGROINDUSTRIA AZUCARERA (CONSA),Gobierno Central,Órgano Ejecutivo,Economía e inversión
106800015,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
403790016,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
404890008,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
501890135,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
710790014,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
802890024,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
805890004,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
811790022,CONSEJO SALVADORENO DE MENORES,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
1900114,CONSEJO SALVADORENO DEL CAFE,Gobierno Central,Órgano Ejecutivo,Agricultura
401890229,CONSEJO SUPERIOR DE SALUD PUBLICA,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
614870012,CORPORACION SALVADORENA DE INVERSIONES  (CORSAIN),Gobierno Central,Órgano Ejecutivo,Economía e inversión
401820286,CORPORACION SALVADORENA DE INVERSIONES  (CORSAIN),Gobierno Central,Órgano Ejecutivo,Economía e inversión
601860768,CORPORACION SALVADORENA DE INVERSIONES  (CORSAIN),Gobierno Central,Órgano Ejecutivo,Economía e inversión
603040020,CORPORACION SALVADORENA DE INVERSIONES  (CORSAIN),Gobierno Central,Órgano Ejecutivo,Economía e inversión
609830002,CORPORACION SALVADORENA DE INVERSIONES  (CORSAIN),Gobierno Central,Órgano Ejecutivo,Economía e inversión
801970195,CORPORACION SALVADORENA DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
801860085,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
502860013,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
3790019,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
906800014,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
310790017,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
11790028,CRUZ ROJA SALVADORENA,Otros,Otros,Salud
801060049,DEFENSORIA DEL CONSUMIDOR,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
701080894,DIRECCION MUNICIPAL PARA LA GESTION SUSTENTABLE,Gobiernos Locales,Alcaldías,Gobiernos Municipales
702120323,DIRECCION NACIONAL DE MEDICAMENTOS,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
2090089,ESCUELA NACIONAL DE AGRICULTURA ROBERTO QUINONEZ,Gobierno Central,Órgano Ejecutivo,Agricultura
306810035,FINANCIERA NACIONAL DE TIERRAS AGRICOLAS,Gobierno Central,Órgano Ejecutivo,Agricultura
311810042,FINANCIERA NACIONAL DE TIERRAS AGRICOLAS,Gobierno Central,Órgano Ejecutivo,Agricultura
703810035,FINANCIERA NACIONAL DE TIERRAS AGRICOLAS,Gobierno Central,Órgano Ejecutivo,Agricultura
901891344,FINANCIERA NACIONAL DE TIERRAS AGRICOLAS,Gobierno Central,Órgano Ejecutivo,Agricultura
910810007,FINANCIERA NACIONAL DE TIERRAS AGRICOLAS,Gobierno Central,Órgano Ejecutivo,Agricultura
401941821,FONDO AMBIENTAL DE EL SALVADOR  (FONAES),Gobierno Central,Órgano Ejecutivo,Medio Ambiente y Vulnerabilidad
202020380,FONDO DE CONSERVACION VIAL (FOVIAL),Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
801020568,FONDO DE CONSERVACION VIAL (FOVIAL),Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
101890138,FONDO DE GARANTIA PARA CREDITO EDUCATIVO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
301080157,FONDO DE INVERSION NACIONAL EN ELECTRICIDAD Y TELEFONIA (FINE,Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
301910344,FONDO DE INVERSION SOCIAL PARA EL DESARROLLO LOCAL (FISDL),Gobierno Central,Órgano Ejecutivo,"Obras Públicas, Transporte, Vivienda y Desarrollo Territorial"
201951006,FONDO DE PROTECCION DE LISIADOS Y DISCAPACITADOS A CONSECUENC,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
101070850,FONDO DEL MILENIO,Gobierno Central,Órgano Ejecutivo,Economía e inversión
401150310,FONDO DEL MILENIO II,Gobierno Central,Órgano Ejecutivo,Economía e inversión
101130781,FONDO PARA LA ATENCION A LAS VICTIMAS DE ACCIDENTES DE TRANSI,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
801980511,FONDO SALVADORENO PARA ESTUDIOS DE PREINVERSION  (FOSEP),Gobierno Central,Órgano Ejecutivo,Economía e inversión
201051315,FONDO SOLIDARIO PARA LA SALUD (FOSALUD),Gobierno Central,Órgano Ejecutivo,Salud
801131422,INSTITUTO DE ACCESO A LA INFORMACION PUBLICA,Gobierno Central,Otros,Órganos de control y supervisión
501920227,INSTITUTO DE LEGALIZACION DE LA PROPIEDAD,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
101970063,FONDO DE ACTIVIDADES ESPECIALES  DE MEDIOS DE COMUNICACION Y,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
201890164,INSTITUTO NACIONAL DE LOS DEPORTES DE ES (PROVISION DE SERVIC,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
101080416,INSTITUTO NACIONAL DE LOS DEPORTES DE ES (PROVISION DE SERVIC,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
409830001,INSTITUTO NACIONAL DEL AZUCAR,Otros,Otros,Agricultura
801800642,INSTITUTO NACIONAL DEL AZUCAR,Otros,Otros,Agricultura
606820025,INSTITUTO NACIONAL DEL AZUCAR  (Ingenio Chaparrastique),Otros,Otros,Agricultura
403810081,INSTITUTO NACIONAL DEL AZUCAR  (Ingenio El Carmen),Otros,Otros,Agricultura
811810014,INSTITUTO NACIONAL DEL AZUCAR  (Ingenio Magdalena),Otros,Otros,Agricultura
208830001,INSTITUTO NACIONAL DEL AZUCAR  (Ingenio San Francisco),Otros,Otros,Agricultura
602860066,INSTITUTO NACIONAL DEL AZUCAR  (Planta Productora  de Alcohol,Otros,Otros,Agricultura
708750006,INSTITUTO REGULADOR DE ABASTECIMIENTOS,Gobierno Central,Órgano Ejecutivo,Agricultura
905750005,INSTITUTO REGULADOR DE ABASTECIMIENTOS,Gobierno Central,Órgano Ejecutivo,Agricultura
909750006,INSTITUTO REGULADOR DE ABASTECIMIENTOS,Gobierno Central,Órgano Ejecutivo,Agricultura
612750005,INSTITUTO REGULADOR DE ABASTECIMIENTOS,Gobierno Central,Órgano Ejecutivo,Agricultura
1940318,INSTITUTO SALVADORENO DE FORMAC PROFESIONAL (INSAFORP),Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
706940004,INSTITUTO SALVADORENO DE FORMACION PROFESIONAL  (INSAFORP),Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
901890198,INSTITUTO SALVADORENO DE REHABILITACION INTEGRAL,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
311880041,INSTITUTO SALVADORENO DE REHABILITACION INTEGRAL,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
401890241,INSTITUTO SALVADORENO DE DESARROLLO MUNICIPAL  (ISDEM),Gobierno Central,Órgano Ejecutivo,Gobernación y Desarrollo Territorial
1890163,INSTITUTO SALVADORENO DE FOMENTO COOPERATIVO  (INSAFOCOOP),Gobierno Central,Órgano Ejecutivo,Economía e inversión
406800020,INSTITUTO SALVADORENO DE FOMENTO COOPERATIVO  (INSAFOCOOP),Gobierno Central,Órgano Ejecutivo,Economía e inversión
609890009,INSTITUTO SALVADORENO DE FOMENTO COOPERATIVO  (INSAFOCOOP),Gobierno Central,Órgano Ejecutivo,Economía e inversión
611790009,INSTITUTO SALVADORENO DE FOMENTO COOPERATIVO  (INSAFOCOOP),Gobierno Central,Órgano Ejecutivo,Economía e inversión
111700076,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL,Otros,Otros,Economía e inversión
309740006,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL  (INSAFI),Otros,Otros,Economía e inversión
101700378,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL  (INSAFI),Otros,Otros,Economía e inversión
301770186,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL (Fabrica camisas,Otros,Otros,Economía e inversión
501770187,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL (Molinos de Arroz,Otros,Otros,Economía e inversión
1760755,INSTITUTO SALVADORENO DE FOMENTO INDUSTRIAL (Textilera Izalco,Otros,Otros,Economía e inversión
413790001,INSAFI CENTRO DE ADIEST CERAMICA ILOBASC,Otros,Otros,Economía e inversión
11790023,INSTITUTO SALVADORENO DE INVESTIGACION  DEL CAFE,Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
910790015,INSTITUTO SALVADORENO DE INVESTIGACION  DEL CAFE,Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
306800011,INSTITUTO SALVADORENO DE INVESTIGACIONES DEL CAFE,Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
707800012,INSTITUTO SALVADORENO DE INVESTIGACIONES DEL CAFE,Gobierno Central,Órgano Ejecutivo,"Educación, ciencia y tecnología"
3940176,INSTITUTO SALVADORENO DE PROTECCION MENOR,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
110790016,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
212890016,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
506840071,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
508890013,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
604890009,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
611790026,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
701890251,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
705890017,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
709890018,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
802890046,INSTITUTO SALVADORENO DE TRANSFORMACION AGRARIA (ISTA),Gobierno Central,Órgano Ejecutivo,Agricultura
803790018,INST SALV DE TRANSFORMACION AGRARIA,Gobierno Central,Órgano Ejecutivo,Agricultura
12890015,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
101890194,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
102890039,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
109890015,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
111790015,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
305890015,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
414800012,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
506800017,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
803790013,INSTITUTO SALVADORENO DE TURISMO,Gobierno Central,Órgano Ejecutivo,"Cultura, turismo y deportes"
201970217,INSTITUTO SALVADORENO PARA EL DESARROLLO DE LA MUJER  (ISDEMU,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
901931335,INSTITUTO SALVADORENO PARA EL DESARROLLO INTEGRAL DE LA NINEZ,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
1950239,OFICINA DE PLANIFICACION DEL AREA METROPOLITANA  (OPAMS),Otros,Otros,Órganos de control y supervisión
301050977,ORGANISMO PROMOTOR DE EXPORTACIONES E INVERSIONES (PROESA),Gobierno Central,Órgano Ejecutivo,Economía e inversión
801041311,PARLAMENTO CENTROAMERICANO SUBSEDE DE EL SALVADOR,Gobierno Central,Órgano Legislativo ,Legislativo-normativo
101971518,REGISTRO NACIONAL DE LAS PERSONAS NATURALES  (RNPN),Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
801060061,SUPERINTENDENCIA DE COMPETENCIA,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
101970720,SUPERINTENDENCIA DE PENSIONES,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
801970058,SUPERINTENDENCIA DE VALORES,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
1920152,SUPERINTENDENCIA DEL SISTEMA FINANCIERO,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
301111439,SUPERINTENDENCIA DEL SISTEMA FINANCIERO,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
2980234,SUPERINTENDENCIA GENERAL DE ELECTRICIDAD Y TELECOMUNICACIONES,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
501970484,SUPERINTENDENCIA GENERAL DE ELECTRICIDAD Y TELECOMUNICACIONES,Gobierno Central,Órgano Ejecutivo,Órganos de control y supervisión
201890120,UNIVERSIDAD DE EL SALVADOR,Otros,Otros,"Educación, ciencia y tecnología"
505890011,UNIVERSIDAD DE EL SALVADOR,Otros,Otros,"Educación, ciencia y tecnología"
511790012,UNIVERSIDAD DE EL SALVADOR,Otros,Otros,"Educación, ciencia y tecnología"
906800019,UNIVERSIDAD DE EL SALVADOR,Otros,Otros,"Educación, ciencia y tecnología"
101580003,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
102690263,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
103610059,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
104680297,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
105690113,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
106680637,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
111691450,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
114690105,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
210940001,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
307940001,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
312750017,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
509720003,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
513750017,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
601101469,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
908720001,INSTITUTO SALVADORENO DEL SEGURO SOCIAL,Gobierno Central,Órgano Ejecutivo,Salud
101870215,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
601980510,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
601131568,INSTITUTO DE PREVISION SOCIAL DE LA FUERZA ARMADA,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
901810273,INSTITUTO NACIONAL PENSIONES EMPLEADOS PUBLICOS,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
501080979,INSTITUTO SALVADORENO DE BIENESTAR MAGISTERIAL,Gobierno Central,Órgano Ejecutivo,Protección y Seguridad Social
101690030,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
102690227,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
103690043,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
104680343,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
105690101,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
106680682,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
107680036,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
108680218,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
110710003,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
111690603,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
112680029,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
114680001,ADMON NAC DE ACUEDUCTOS Y ALCANTARILLADO,Gobierno Central,Órgano Ejecutivo,Empresas públicas no financieras
